condition,nodes,edges,length,objVal,calcTime
76_10_15000_F,"[10, 21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 73, 74, 76, 77, 78, 79, 116, 117]","[(21, 117), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 52), (55, 57), (56, 55), (57, 54), (58, 56), (73, 74), (74, 79), (76, 73), (77, 78), (78, 58), (79, 77), (116, 10), (117, 116)]",14846,90.76103239899999,20.383411407470703
76_10_20000_F,"[10, 21, 32, 33, 34, 35, 36, 51, 52, 55, 57, 58, 72, 73, 74, 76, 77, 78, 79, 89, 90, 91, 92, 109, 110, 116, 117]","[(21, 117), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (55, 52), (57, 55), (58, 57), (72, 73), (73, 74), (74, 79), (76, 90), (77, 78), (78, 58), (79, 77), (89, 72), (90, 92), (91, 89), (92, 110), (109, 91), (110, 109), (116, 10), (117, 116)]",19990,137.99474004299998,334.1411609649658
76_10_25000_F,"[10, 21, 32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 76, 77, 78, 79, 80, 89, 91, 92, 93, 94, 96, 109, 110, 112, 116, 117]","[(21, 117), (32, 33), (33, 36), (34, 37), (35, 21), (36, 34), (37, 35), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (70, 73), (71, 70), (73, 74), (74, 54), (76, 94), (77, 79), (78, 58), (79, 80), (80, 78), (89, 71), (91, 89), (92, 110), (93, 92), (94, 96), (96, 93), (109, 91), (110, 112), (112, 109), (116, 10), (117, 116)]",24833,193.58168949600002,490.85309982299805
76_104_spath,"[76, 72, 89, 88, 105, 104]",[],5340,0.008368468,0
76_104_10000_F,"[72, 73, 74, 105, 76, 109, 108, 104, 51, 52, 53, 54, 89, 91]","[(51, 53), (52, 51), (53, 73), (54, 52), (72, 89), (73, 72), (74, 54), (76, 74), (89, 91), (91, 109), (105, 104), (108, 105), (109, 108)]",9964,22.464853802,17.823244094848633
76_104_15000_F,"[89, 72, 73, 74, 106, 76, 77, 78, 79, 110, 109, 105, 104, 52, 54, 55, 57, 58, 91, 92]","[(52, 54), (54, 74), (55, 52), (57, 55), (58, 57), (72, 89), (73, 72), (74, 73), (76, 79), (77, 78), (78, 58), (79, 77), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (109, 106), (110, 109)]",14835,71.6842525,23.65167236328125
76_104_20000_F,"[33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 76, 77, 78, 79, 89, 91, 92, 104, 105, 106, 109, 110]","[(33, 51), (34, 36), (35, 34), (36, 33), (37, 35), (51, 52), (52, 54), (54, 74), (55, 56), (56, 37), (57, 55), (58, 57), (72, 89), (73, 72), (74, 73), (76, 79), (77, 78), (78, 58), (79, 77), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (109, 106), (110, 109)]",19996,141.677944997,7.487909317016602
76_104_25000_F,"[20, 21, 32, 33, 34, 35, 36, 37, 51, 52, 53, 54, 55, 56, 57, 58, 70, 71, 73, 74, 76, 77, 78, 79, 80, 89, 91, 92, 104, 105, 106, 108, 109, 110, 112]","[(20, 34), (21, 20), (32, 51), (33, 32), (34, 36), (35, 21), (36, 33), (37, 35), (51, 53), (52, 55), (53, 73), (54, 52), (55, 57), (56, 37), (57, 77), (58, 56), (70, 71), (71, 89), (73, 70), (74, 54), (76, 74), (77, 79), (78, 58), (79, 80), (80, 78), (89, 91), (91, 92), (92, 110), (105, 104), (106, 105), (108, 106), (109, 108), (110, 112), (112, 109)]",24905,199.54728653299995,14.621826171875
91_21_spath,"[91, 89, 72, 73, 54, 55, 37, 35, 21]",[],6371,1.5242568900000002,0
91_21_10000_F,"[89, 34, 35, 36, 72, 73, 74, 109, 52, 21, 54, 55, 57, 91]","[(34, 35), (35, 21), (36, 34), (52, 57), (54, 52), (55, 36), (57, 55), (72, 73), (73, 74), (74, 54), (89, 72), (91, 89), (91, 109), (109, 91)]",9988,41.924416903,2.5142135620117188
91_21_15000_F,"[89, 34, 35, 36, 72, 73, 74, 77, 78, 79, 109, 110, 52, 21, 54, 55, 57, 58, 91, 92]","[(34, 35), (35, 21), (36, 34), (52, 55), (54, 52), (55, 36), (57, 54), (58, 57), (72, 73), (73, 74), (74, 79), (77, 78), (78, 58), (79, 77), (89, 72), (91, 89), (91, 92), (92, 110), (109, 91), (110, 109)]",14970,97.370495544,3.0876808166503906
91_21_20000_F,"[21, 32, 33, 34, 35, 36, 51, 52, 53, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 80, 89, 91, 92, 109, 110, 112]","[(32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (53, 74), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (72, 73), (73, 53), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 72), (91, 89), (91, 109), (92, 91), (109, 112), (110, 92), (112, 110)]",19924,157.75265245499997,5.427423477172852
91_21_25000_F,"[131, 21, 32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 109, 110, 112, 116, 117, 118, 119, 120]","[(32, 33), (33, 36), (34, 35), (35, 37), (36, 34), (37, 119), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (70, 73), (71, 70), (73, 74), (74, 54), (77, 79), (78, 131), (79, 80), (80, 78), (89, 71), (91, 89), (91, 92), (92, 110), (109, 91), (110, 112), (112, 109), (116, 117), (117, 21), (118, 116), (119, 120), (120, 118), (131, 58)]",24962,203.54052855999996,23.52701187133789
91_126_spath,"[91, 89, 72, 73, 54, 55, 56, 125, 126]",[],6603,1.1478815260000002,0
91_126_10000_F,"[73, 74, 109, 110, 52, 54, 55, 56, 90, 91, 92, 125, 126]","[(52, 55), (54, 52), (55, 56), (56, 125), (73, 74), (74, 54), (90, 73), (91, 109), (91, 110), (92, 90), (109, 91), (110, 92), (125, 126)]",9996,33.0780151,9.184375762939453
91_126_15000_F,"[32, 33, 34, 36, 72, 73, 74, 109, 110, 51, 52, 54, 55, 56, 89, 58, 91, 92, 126, 127]","[(32, 33), (33, 34), (34, 36), (36, 55), (51, 32), (52, 51), (54, 52), (55, 56), (56, 58), (58, 127), (72, 73), (73, 74), (74, 54), (89, 72), (91, 89), (91, 92), (92, 110), (109, 91), (110, 109), (127, 126)]",14875,85.255020471,12.67708969116211
91_126_20000_F,"[32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 80, 89, 91, 92, 109, 110, 126, 127]","[(32, 33), (33, 36), (34, 35), (35, 37), (36, 34), (37, 56), (51, 32), (52, 51), (54, 52), (55, 57), (56, 55), (57, 77), (58, 127), (72, 73), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 72), (91, 89), (91, 109), (92, 91), (109, 110), (110, 92), (127, 126)]",19949,152.128079955,4.732278823852539
91_126_25000_F,"[131, 21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 80, 89, 91, 92, 109, 110, 112, 116, 118, 120, 122, 123, 124, 126]","[(21, 116), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (72, 73), (73, 74), (74, 54), (77, 79), (78, 131), (79, 80), (80, 78), (89, 72), (91, 89), (91, 92), (92, 110), (109, 91), (110, 112), (112, 109), (116, 118), (118, 120), (120, 123), (122, 126), (123, 124), (124, 122), (131, 58)]",24989,219.83315278199998,3.5175323486328125
91_10_spath,"[91, 89, 72, 73, 54, 52, 36, 34, 20, 19, 10]",[],7671,1.3435079399999998,0
91_10_10000_F,"[34, 35, 36, 72, 73, 10, 51, 116, 21, 52, 55, 53, 89, 91]","[(21, 116), (34, 35), (35, 21), (36, 34), (51, 52), (52, 55), (53, 51), (55, 36), (72, 73), (73, 53), (89, 72), (91, 89), (116, 10)]",9969,33.112620722,2.2658748626708984
91_10_15000_F,"[89, 33, 34, 35, 36, 72, 73, 10, 74, 109, 110, 51, 116, 21, 52, 55, 54, 57, 91, 92]","[(21, 116), (33, 36), (34, 35), (35, 21), (36, 34), (51, 33), (52, 51), (54, 57), (55, 52), (57, 55), (72, 73), (73, 74), (74, 54), (89, 72), (91, 89), (91, 92), (92, 110), (109, 91), (110, 109), (116, 10)]",14954,90.133244082,3.3170642852783203
91_10_20000_F,"[10, 21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 89, 91, 92, 109, 110, 112, 116]","[(21, 116), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 52), (55, 57), (56, 55), (57, 54), (58, 56), (72, 73), (73, 74), (74, 79), (77, 78), (78, 58), (79, 77), (89, 72), (91, 89), (91, 92), (92, 110), (109, 91), (110, 112), (112, 109), (116, 10)]",19946,159.257399952,2.6498470306396484
91_10_25000_F,"[10, 21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 80, 89, 91, 92, 106, 108, 109, 110, 112, 116, 117, 118, 120]","[(21, 117), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (72, 73), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 72), (91, 89), (91, 92), (92, 110), (106, 91), (108, 106), (109, 108), (110, 112), (112, 109), (116, 10), (117, 120), (118, 116), (120, 118)]",24914,208.43968910099997,14.470291137695312
91_17_spath,"[91, 89, 72, 73, 54, 52, 33, 17]",[],5788,0.42863448800000004,0
91_17_10000_F,"[34, 36, 73, 74, 109, 110, 17, 52, 54, 55, 90, 91, 92]","[(34, 17), (36, 34), (52, 55), (54, 52), (55, 36), (73, 74), (74, 54), (90, 73), (91, 109), (91, 110), (92, 90), (109, 91), (110, 92)]",9863,41.478824505999995,2.1870899200439453
91_17_15000_F,"[33, 34, 36, 72, 73, 74, 77, 78, 109, 110, 17, 51, 52, 55, 56, 89, 58, 91, 92]","[(33, 36), (34, 17), (36, 34), (51, 33), (52, 51), (55, 52), (56, 55), (58, 56), (72, 73), (73, 74), (74, 77), (77, 78), (78, 58), (89, 72), (91, 89), (91, 92), (92, 110), (109, 91), (110, 109)]",14966,94.180312337,8.48823356628418
91_17_20000_F,"[17, 32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 80, 89, 91, 92, 109, 110, 112]","[(32, 33), (33, 36), (34, 17), (35, 34), (36, 55), (37, 35), (51, 32), (52, 51), (54, 52), (55, 57), (56, 37), (57, 77), (58, 56), (72, 73), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 72), (91, 89), (91, 109), (92, 91), (109, 112), (110, 92), (112, 110)]",19826,157.129052686,2.262887954711914
91_17_25000_F,"[17, 21, 32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 108, 109, 110, 111, 112, 116, 118, 119, 120]","[(21, 35), (32, 33), (33, 36), (34, 17), (35, 34), (36, 55), (37, 119), (51, 32), (52, 51), (54, 52), (55, 57), (56, 37), (57, 58), (57, 77), (58, 56), (70, 73), (71, 70), (73, 74), (74, 54), (77, 78), (77, 79), (78, 58), (78, 80), (79, 77), (79, 80), (80, 78), (80, 79), (89, 71), (91, 89), (91, 109), (92, 91), (108, 111), (109, 108), (109, 112), (110, 92), (111, 112), (112, 110), (116, 21), (118, 116), (119, 120), (120, 118)]",31461,205.08702032299996,16.728193283081055
91_18_spath,"[91, 89, 72, 73, 54, 52, 33, 17, 18]",[],6886,0.42863448800000004,0
91_18_10000_F,"[89, 34, 36, 72, 73, 74, 109, 18, 20, 52, 54, 55, 57, 91]","[(20, 18), (34, 20), (36, 34), (52, 57), (54, 52), (55, 36), (57, 55), (72, 73), (73, 74), (74, 54), (89, 72), (91, 89), (91, 109), (109, 91)]",9959,36.657196357000004,2.433429718017578
91_18_15000_F,"[32, 33, 34, 35, 36, 89, 72, 73, 74, 109, 110, 18, 51, 52, 21, 54, 55, 57, 91, 92]","[(21, 18), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 57), (55, 52), (57, 55), (72, 73), (73, 74), (74, 54), (89, 72), (91, 89), (91, 109), (92, 91), (109, 110), (110, 92)]",14853,89.483185684,4.759208679199219
91_18_20000_F,"[18, 21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 89, 91, 92, 109, 110, 112]","[(21, 18), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 52), (55, 57), (56, 55), (57, 54), (58, 56), (70, 73), (71, 70), (73, 74), (74, 79), (77, 78), (78, 58), (79, 77), (89, 71), (91, 89), (91, 92), (92, 110), (109, 91), (110, 112), (112, 109)]",19947,156.401472421,3.627237319946289
91_18_25000_F,"[18, 19, 21, 32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 109, 110, 112, 116, 117, 118, 120]","[(19, 18), (21, 117), (32, 33), (33, 36), (34, 37), (35, 21), (36, 34), (37, 35), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (70, 73), (71, 70), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 71), (91, 89), (91, 109), (92, 91), (109, 112), (110, 92), (112, 110), (116, 19), (117, 120), (118, 116), (120, 118)]",24893,206.06368811159797,29.021312713623047
91_19_spath,"[91, 89, 72, 73, 54, 52, 36, 34, 20, 19]",[],6849,1.3435079399999998,0
91_19_10000_F,"[34, 35, 36, 72, 73, 74, 109, 19, 52, 21, 54, 55, 89, 91]","[(21, 19), (34, 35), (35, 21), (36, 34), (52, 55), (54, 52), (55, 36), (72, 73), (73, 74), (74, 54), (89, 72), (91, 89), (91, 109), (109, 91)]",9670,40.876822902,2.220001220703125
91_19_15000_F,"[19, 21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 57, 72, 73, 74, 89, 91, 92, 109, 110, 112]","[(21, 19), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 57), (55, 52), (57, 55), (72, 73), (73, 74), (74, 54), (89, 72), (91, 89), (91, 92), (92, 110), (109, 91), (110, 112), (112, 109)]",14997,96.84701816100001,3.931425094604492
91_19_20000_F,"[19, 21, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 80, 89, 91, 92, 109, 110, 112]","[(21, 19), (33, 36), (34, 37), (35, 21), (36, 34), (37, 35), (51, 33), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (72, 73), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 72), (91, 89), (91, 92), (92, 110), (109, 91), (110, 112), (112, 109)]",20000,160.33475565999996,2.7625484466552734
91_19_25000_F,"[131, 19, 21, 32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 109, 110, 112, 116, 117, 118, 120]","[(21, 117), (32, 33), (33, 36), (34, 37), (35, 21), (36, 34), (37, 35), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (70, 73), (71, 70), (73, 74), (74, 54), (77, 79), (78, 131), (79, 80), (80, 78), (89, 71), (91, 89), (91, 92), (92, 110), (109, 91), (110, 112), (112, 109), (116, 19), (117, 120), (118, 116), (120, 118), (131, 58)]",24988,210.102792126,23.94788360595703
91_135_spath,"[91, 89, 72, 76, 79, 80, 135]",[],7125,0.367214537,0
91_135_10000_F,"[131, 135, 72, 73, 74, 109, 52, 54, 55, 56, 89, 58, 91]","[(52, 55), (54, 52), (55, 56), (56, 58), (58, 131), (72, 73), (73, 74), (74, 54), (89, 72), (91, 89), (91, 109), (109, 91), (131, 135)]",9977,29.878697707999997,4.180814743041992
91_135_15000_F,"[34, 35, 36, 37, 131, 135, 72, 73, 74, 109, 78, 110, 52, 54, 55, 56, 89, 58, 91, 92]","[(34, 35), (35, 37), (36, 34), (37, 56), (52, 55), (54, 52), (55, 36), (56, 58), (58, 78), (72, 73), (73, 74), (74, 54), (78, 131), (89, 72), (91, 109), (92, 89), (109, 110), (110, 92), (131, 135)]",14996,79.573751587,3.891529083251953
91_135_20000_F,"[131, 135, 32, 33, 34, 35, 36, 37, 51, 52, 53, 54, 55, 56, 57, 58, 70, 71, 72, 73, 74, 77, 78, 89, 91, 92, 109, 110, 112]","[(32, 33), (33, 36), (34, 35), (35, 37), (36, 34), (37, 56), (51, 32), (52, 51), (52, 55), (53, 51), (54, 52), (55, 57), (56, 55), (56, 58), (57, 77), (58, 78), (70, 73), (71, 70), (72, 73), (73, 53), (73, 74), (74, 54), (77, 58), (77, 74), (78, 131), (89, 71), (89, 72), (91, 89), (91, 92), (91, 109), (92, 91), (92, 110), (109, 91), (109, 110), (110, 92), (110, 112), (112, 109), (131, 135)]",29650,143.63317231210812,4.324375152587891
91_135_25000_F,"[129, 135, 21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 80, 89, 91, 92, 109, 110, 112, 117, 118, 120, 123, 124]","[(21, 117), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (72, 73), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 72), (91, 89), (91, 92), (92, 110), (109, 91), (110, 112), (112, 109), (117, 118), (118, 120), (120, 123), (123, 124), (124, 129), (129, 135)]",24917,206.13134296733855,11.239875793457031
95_104_spath,"[95, 92, 91, 106, 105, 104]",[],7376,0.35834703,0
95_104_10000_F,"[104, 105, 106, 108, 109, 110, 89, 91, 92, 95]","[(89, 91), (91, 109), (92, 89), (95, 110), (105, 104), (106, 105), (108, 106), (109, 108), (110, 92)]",9755,10.153559098999997,7.749210357666016
95_104_15000_F,"[96, 72, 73, 74, 106, 105, 77, 109, 79, 104, 52, 54, 55, 89, 58, 91, 94, 95]","[(52, 54), (54, 74), (55, 52), (58, 55), (72, 89), (73, 72), (74, 73), (77, 58), (79, 77), (89, 91), (91, 109), (94, 79), (95, 96), (96, 94), (105, 104), (106, 105), (109, 106)]",14935,40.736845272000004,2975.2707710266113
95_104_20000_F,"[32, 33, 34, 36, 51, 52, 54, 55, 57, 58, 72, 73, 74, 77, 78, 79, 89, 91, 94, 95, 96, 104, 105, 106, 109]","[(32, 51), (33, 32), (34, 33), (36, 34), (51, 52), (52, 54), (54, 74), (55, 36), (57, 55), (58, 57), (72, 89), (73, 72), (74, 73), (77, 78), (78, 58), (79, 77), (89, 91), (91, 109), (94, 79), (95, 96), (96, 94), (105, 104), (106, 105), (109, 106)]",19866,99.68221436,4758.2424240112305
95_104_25000_F,"[32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 79, 89, 91, 92, 94, 95, 96, 104, 105, 106, 108, 109, 110, 112]","[(32, 51), (33, 32), (34, 36), (35, 34), (36, 33), (37, 35), (51, 52), (52, 55), (54, 74), (55, 57), (56, 37), (57, 54), (58, 56), (72, 89), (73, 72), (74, 73), (77, 78), (78, 58), (79, 77), (89, 91), (91, 92), (92, 110), (94, 79), (95, 96), (96, 94), (105, 104), (106, 105), (108, 106), (109, 108), (110, 112), (112, 109)]",24992,172.85781905399998,252.15446090698242
95_21_spath,"[95, 96, 94, 76, 74, 54, 55, 37, 35, 21]",[],7936,1.482299384,0
95_21_10000_F,"[96, 34, 35, 36, 73, 74, 76, 52, 21, 54, 55, 94, 95]","[(34, 35), (35, 21), (36, 34), (52, 55), (54, 52), (55, 36), (73, 74), (74, 54), (76, 73), (94, 76), (95, 96), (96, 94)]",9868,22.980421958999997,2.147195816040039
95_21_15000_F,"[96, 34, 35, 36, 73, 74, 77, 78, 79, 51, 52, 21, 53, 55, 54, 57, 58, 94, 95]","[(34, 35), (35, 21), (36, 34), (51, 52), (52, 55), (53, 51), (54, 74), (55, 36), (57, 54), (58, 57), (73, 53), (74, 73), (77, 78), (78, 58), (79, 77), (94, 79), (95, 96), (96, 94)]",14969,69.04595433700001,17.66668701171875
95_21_20000_F,"[21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 89, 91, 92, 95, 109, 110]","[(32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (72, 73), (73, 74), (74, 54), (77, 78), (78, 58), (89, 72), (91, 89), (92, 110), (95, 92), (109, 91), (110, 109)]",19990,127.95263272000001,22.897693634033203
95_21_25000_F,"[21, 32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 95, 106, 108, 109, 110, 112]","[(32, 33), (33, 36), (34, 37), (35, 21), (36, 34), (37, 35), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (70, 73), (71, 70), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 71), (91, 89), (92, 110), (95, 92), (106, 91), (108, 106), (109, 108), (110, 112), (112, 109)]",24770,176.87102658299995,289.40183448791504
95_50_spath,"[95, 93, 73, 50]",[],5581,0.12554622,0
95_50_10000_F,"[96, 74, 77, 79, 50, 51, 52, 54, 55, 57, 94, 95]","[(51, 50), (52, 51), (54, 57), (55, 52), (57, 55), (74, 54), (77, 74), (79, 77), (94, 79), (95, 96), (96, 94)]",9880,19.020893135,8.654788970947266
95_50_15000_F,"[32, 33, 34, 96, 36, 73, 74, 77, 78, 79, 50, 51, 52, 54, 55, 56, 58, 94, 95]","[(32, 51), (33, 32), (34, 33), (36, 34), (51, 52), (52, 54), (54, 74), (55, 36), (56, 55), (58, 56), (73, 50), (74, 73), (77, 78), (78, 58), (79, 77), (94, 79), (95, 96), (96, 94)]",14919,63.832383615000005,22.630409240722656
95_50_20000_F,"[34, 35, 36, 37, 50, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 89, 91, 92, 95, 109, 110]","[(34, 36), (35, 34), (36, 55), (37, 35), (51, 50), (52, 51), (54, 57), (55, 52), (56, 37), (57, 77), (58, 56), (72, 73), (73, 74), (74, 54), (77, 78), (78, 58), (89, 72), (91, 89), (92, 110), (95, 92), (109, 91), (110, 109)]",19926,122.29538075599999,23.022356033325195
95_50_25000_F,"[21, 32, 33, 34, 35, 36, 37, 50, 51, 52, 53, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 95, 109, 110, 112]","[(21, 34), (32, 51), (33, 32), (34, 36), (35, 21), (36, 33), (37, 35), (51, 53), (52, 55), (53, 50), (54, 52), (55, 57), (56, 37), (57, 77), (58, 56), (70, 73), (71, 70), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 71), (91, 89), (92, 110), (95, 92), (109, 91), (110, 112), (112, 109)]",24722,179.83646655799993,123.08868217468262
95_126_spath,"[95, 96, 94, 79, 78, 127, 126]",[],7009,0.27202575799999995,0
95_126_10000_F,"[96, 73, 74, 76, 52, 95, 54, 55, 94, 58, 126, 127]","[(52, 55), (54, 52), (55, 58), (58, 127), (73, 74), (74, 54), (76, 73), (94, 76), (95, 96), (96, 94), (127, 126)]",9902,14.63473222,11.653766632080078
95_126_15000_F,"[34, 35, 36, 37, 72, 73, 74, 110, 52, 54, 55, 56, 89, 91, 92, 125, 126, 95]","[(34, 35), (35, 37), (36, 34), (37, 56), (52, 55), (54, 52), (55, 36), (56, 125), (72, 73), (73, 74), (74, 54), (89, 72), (91, 89), (92, 91), (95, 110), (110, 92), (125, 126)]",14972,54.29670337299999,50.958621978759766
95_126_20000_F,"[32, 33, 34, 35, 36, 37, 51, 52, 54, 55, 57, 58, 72, 73, 74, 78, 89, 91, 92, 95, 109, 110, 126, 127]","[(32, 33), (33, 36), (34, 35), (35, 37), (36, 34), (37, 55), (51, 32), (52, 51), (54, 52), (55, 57), (57, 58), (58, 78), (72, 73), (73, 74), (74, 54), (78, 127), (89, 72), (91, 89), (92, 109), (95, 110), (109, 91), (110, 92), (127, 126)]",19935,114.997684128,31.27827262878418
95_126_25000_F,"[21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 77, 78, 89, 91, 92, 95, 109, 110, 117, 118, 120, 122, 123, 124, 126]","[(21, 117), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (72, 73), (73, 74), (74, 54), (77, 78), (78, 58), (89, 72), (91, 89), (92, 109), (95, 110), (109, 91), (110, 92), (117, 118), (118, 120), (120, 123), (122, 126), (123, 124), (124, 122)]",24950,184.39467987,10.401115417480469
95_10_spath,"[95, 96, 94, 76, 74, 54, 52, 36, 34, 20, 19, 10]",[],9236,1.301550434,0
95_10_10000_F,"[96, 34, 36, 10, 74, 76, 19, 20, 52, 54, 55, 94, 95]","[(19, 10), (20, 19), (34, 20), (36, 34), (52, 55), (54, 52), (55, 36), (74, 54), (76, 74), (94, 76), (95, 96), (96, 94)]",9675,13.971177235999999,0.9015312194824219
95_10_15000_F,"[32, 33, 34, 35, 36, 96, 10, 77, 78, 79, 51, 116, 21, 52, 55, 56, 58, 94, 95]","[(21, 116), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (55, 52), (56, 55), (58, 56), (77, 78), (78, 58), (79, 77), (94, 79), (95, 96), (96, 94), (116, 10)]",14891,60.14393587000001,11.221920013427734
95_10_20000_F,"[10, 21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 72, 73, 74, 89, 91, 92, 95, 109, 110, 116, 117]","[(21, 117), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 58), (58, 56), (72, 73), (73, 74), (74, 54), (89, 72), (91, 89), (92, 109), (95, 110), (109, 91), (110, 92), (116, 10), (117, 116)]",19938,119.63721026,19.16468048095703
95_10_25000_F,"[10, 21, 32, 33, 34, 35, 36, 51, 52, 54, 55, 56, 57, 58, 70, 71, 73, 74, 77, 78, 79, 80, 89, 91, 92, 93, 95, 96, 109, 110, 112, 116, 117]","[(21, 117), (32, 33), (33, 36), (34, 35), (35, 21), (36, 34), (51, 32), (52, 51), (54, 57), (55, 52), (56, 55), (57, 77), (58, 56), (70, 73), (71, 70), (73, 74), (74, 54), (77, 79), (78, 58), (79, 80), (80, 78), (89, 71), (91, 89), (92, 110), (93, 92), (95, 96), (96, 93), (109, 91), (110, 112), (112, 109), (116, 10), (117, 116)]",24946,180.783255982,36.69877624511719
95_17_spath,"[95, 96, 94, 76, 74, 54, 52, 33, 17]",[],7353,0.386676982,0
