from,to,length,path
80,119,4239,"[80, 131, 127, 125, 121, 119]"
80,120,4159,"[80, 131, 127, 126, 122, 120]"
80,121,3025,"[80, 131, 127, 125, 121]"
80,122,3263,"[80, 131, 127, 126, 122]"
80,123,4275,"[80, 131, 127, 126, 122, 123]"
80,124,3984,"[80, 131, 127, 126, 124]"
80,125,2600,"[80, 131, 127, 125]"
80,126,2712,"[80, 131, 127, 126]"
80,127,1809,"[80, 131, 127]"
80,129,3655,"[80, 131, 127, 126, 129]"
80,131,1223,"[80, 131]"
80,135,2727,"[80, 135]"
85,10,7927,"[85, 68, 69, 50, 51, 33, 34, 20, 19, 10]"
85,17,5826,"[85, 68, 69, 50, 51, 32, 17]"
85,18,6924,"[85, 68, 69, 50, 51, 32, 17, 18]"
85,19,7105,"[85, 68, 69, 50, 51, 33, 34, 20, 19]"
85,20,6269,"[85, 68, 69, 50, 51, 33, 34, 20]"
85,21,6864,"[85, 68, 69, 50, 51, 33, 36, 35, 21]"
85,29,4063,"[85, 68, 69, 50, 48, 29]"
85,32,4387,"[85, 68, 69, 50, 51, 32]"
85,33,4657,"[85, 68, 69, 50, 51, 33]"
85,34,5725,"[85, 68, 69, 50, 51, 33, 34]"
85,35,6267,"[85, 68, 69, 50, 51, 33, 36, 35]"
85,36,5261,"[85, 68, 69, 50, 51, 33, 36]"
85,37,6051,"[85, 68, 71, 70, 73, 54, 55, 37]"
85,46,2317,"[85, 66, 46]"
85,47,3233,"[85, 66, 46, 47]"
85,48,3383,"[85, 68, 69, 50, 48]"
85,49,2673,"[85, 68, 69, 49]"
85,50,2802,"[85, 68, 69, 50]"
85,51,3789,"[85, 68, 69, 50, 51]"
85,52,4453,"[85, 68, 69, 50, 51, 52]"
85,53,3615,"[85, 68, 69, 50, 53]"
85,54,4280,"[85, 68, 71, 70, 73, 54]"
85,55,5116,"[85, 68, 71, 70, 73, 54, 55]"
85,56,5889,"[85, 68, 71, 70, 73, 54, 55, 56]"
85,57,4952,"[85, 68, 71, 70, 73, 74, 57]"
85,58,5783,"[85, 68, 71, 70, 73, 74, 57, 58]"
85,66,1685,"[85, 66]"
85,68,952,"[85, 68]"
85,69,1707,"[85, 68, 69]"
85,70,2521,"[85, 68, 71, 70]"
85,71,1715,"[85, 68, 71]"
85,72,2496,"[85, 86, 89, 72]"
85,73,3313,"[85, 68, 71, 70, 73]"
85,74,4043,"[85, 68, 71, 70, 73, 74]"
85,76,4123,"[85, 68, 71, 70, 73, 76]"
85,77,5023,"[85, 68, 71, 70, 73, 74, 77]"
85,78,5961,"[85, 68, 71, 70, 73, 74, 79, 78]"
85,79,4814,"[85, 68, 71, 70, 73, 74, 79]"
85,80,5415,"[85, 68, 71, 70, 73, 74, 79, 80]"
85,85,0,
85,86,945,"[85, 86]"
85,88,967,"[85, 88]"
85,89,1740,"[85, 86, 89]"
85,90,2761,"[85, 86, 89, 90]"
85,91,1894,"[85, 88, 91]"
85,92,2691,"[85, 86, 89, 92]"
85,93,3619,"[85, 86, 89, 90, 93]"
85,94,4653,"[85, 86, 89, 72, 94]"
85,95,6374,"[85, 86, 89, 92, 95]"
85,96,4649,"[85, 86, 89, 90, 93, 96]"
85,97,5828,"[85, 68, 71, 70, 73, 74, 79, 97]"
85,104,2322,"[85, 104]"
85,105,1175,"[85, 105]"
85,106,1433,"[85, 106]"
85,108,2036,"[85, 106, 108]"
85,109,2054,"[85, 88, 109]"
85,110,3069,"[85, 88, 91, 110]"
85,111,2354,"[85, 106, 111]"
85,112,3137,"[85, 88, 109, 112]"
85,116,7713,"[85, 68, 69, 50, 51, 33, 36, 35, 21, 116]"
85,117,7245,"[85, 68, 69, 50, 51, 33, 36, 35, 117]"
85,118,8150,"[85, 68, 69, 50, 51, 33, 36, 35, 117, 118]"
85,119,7257,"[85, 68, 71, 70, 73, 54, 55, 37, 119]"
85,120,8042,"[85, 68, 71, 70, 73, 54, 55, 37, 119, 120]"
85,121,7054,"[85, 68, 71, 70, 73, 54, 55, 56, 121]"
85,122,7716,"[85, 68, 71, 70, 73, 54, 55, 56, 125, 122]"
85,123,8728,"[85, 68, 71, 70, 73, 54, 55, 56, 125, 122, 123]"
85,124,8620,"[85, 68, 71, 70, 73, 54, 55, 56, 125, 122, 124]"
85,125,6630,"[85, 68, 71, 70, 73, 54, 55, 56, 125]"
85,126,7496,"[85, 68, 71, 70, 73, 54, 55, 56, 125, 126]"
85,127,6604,"[85, 68, 71, 70, 73, 74, 57, 58, 127]"
85,129,8439,"[85, 68, 71, 70, 73, 54, 55, 56, 125, 126, 129]"
85,131,6636,"[85, 68, 71, 70, 73, 74, 57, 58, 131]"
85,135,8142,"[85, 68, 71, 70, 73, 74, 79, 80, 135]"
86,10,7817,"[86, 68, 69, 50, 51, 33, 34, 20, 19, 10]"
86,17,5716,"[86, 68, 69, 50, 51, 32, 17]"
86,18,6814,"[86, 68, 69, 50, 51, 32, 17, 18]"
86,19,6995,"[86, 68, 69, 50, 51, 33, 34, 20, 19]"
86,20,6159,"[86, 68, 69, 50, 51, 33, 34, 20]"
86,21,6535,"[86, 89, 72, 73, 54, 55, 37, 35, 21]"
86,29,3953,"[86, 68, 69, 50, 48, 29]"
86,32,4277,"[86, 68, 69, 50, 51, 32]"
86,33,4547,"[86, 68, 69, 50, 51, 33]"
86,34,5615,"[86, 68, 69, 50, 51, 33, 34]"
86,35,5938,"[86, 89, 72, 73, 54, 55, 37, 35]"
86,36,5007,"[86, 89, 72, 73, 54, 52, 36]"
86,37,5322,"[86, 89, 72, 73, 54, 55, 37]"
86,46,2875,"[86, 66, 46]"
86,47,3223,"[86, 68, 69, 49, 47]"
86,48,3273,"[86, 68, 69, 50, 48]"
86,49,2563,"[86, 68, 69, 49]"
86,50,2692,"[86, 68, 69, 50]"
86,51,3679,"[86, 68, 69, 50, 51]"
86,52,4051,"[86, 89, 72, 73, 54, 52]"
86,53,3460,"[86, 89, 72, 73, 53]"
86,54,3551,"[86, 89, 72, 73, 54]"
86,55,4387,"[86, 89, 72, 73, 54, 55]"
86,56,5160,"[86, 89, 72, 73, 54, 55, 56]"
86,57,4216,"[86, 89, 72, 74, 57]"
86,58,5047,"[86, 89, 72, 74, 57, 58]"
86,66,2243,"[86, 66]"
86,68,842,"[86, 68]"
86,69,1597,"[86, 68, 69]"
86,70,2169,"[86, 71, 70]"
86,71,1363,"[86, 71]"
86,72,1551,"[86, 89, 72]"
86,73,2584,"[86, 89, 72, 73]"
86,74,3307,"[86, 89, 72, 74]"
86,76,3196,"[86, 89, 72, 76]"
86,77,4169,"[86, 89, 72, 76, 77]"
86,78,5108,"[86, 89, 72, 76, 79, 78]"
86,79,3961,"[86, 89, 72, 76, 79]"
86,80,4562,"[86, 89, 72, 76, 79, 80]"
86,85,945,"[86, 85]"
86,86,0,
86,88,562,"[86, 88]"
86,89,795,"[86, 89]"
86,90,1816,"[86, 89, 90]"
86,91,962,"[86, 91]"
86,92,1746,"[86, 89, 92]"
86,93,2674,"[86, 89, 90, 93]"
86,94,3708,"[86, 89, 72, 94]"
86,95,5429,"[86, 89, 92, 95]"
86,96,3704,"[86, 89, 90, 93, 96]"
86,97,4975,"[86, 89, 72, 76, 97]"
86,104,2670,"[86, 88, 105, 104]"
86,105,1464,"[86, 88, 105]"
86,106,1126,"[86, 88, 106]"
86,108,1729,"[86, 88, 106, 108]"
86,109,1607,"[86, 91, 109]"
86,110,2137,"[86, 91, 110]"
86,111,2047,"[86, 88, 106, 111]"
86,112,2690,"[86, 91, 109, 112]"
86,116,7384,"[86, 89, 72, 73, 54, 55, 37, 35, 21, 116]"
86,117,6916,"[86, 89, 72, 73, 54, 55, 37, 35, 117]"
86,118,7460,"[86, 89, 72, 73, 54, 55, 37, 119, 118]"
86,119,6528,"[86, 89, 72, 73, 54, 55, 37, 119]"
86,120,7313,"[86, 89, 72, 73, 54, 55, 37, 119, 120]"
86,121,6325,"[86, 89, 72, 73, 54, 55, 56, 121]"
86,122,6987,"[86, 89, 72, 73, 54, 55, 56, 125, 122]"
86,123,7999,"[86, 89, 72, 73, 54, 55, 56, 125, 122, 123]"
86,124,7891,"[86, 89, 72, 73, 54, 55, 56, 125, 122, 124]"
86,125,5901,"[86, 89, 72, 73, 54, 55, 56, 125]"
86,126,6767,"[86, 89, 72, 73, 54, 55, 56, 125, 126]"
86,127,5868,"[86, 89, 72, 74, 57, 58, 127]"
86,129,7710,"[86, 89, 72, 73, 54, 55, 56, 125, 126, 129]"
86,131,5785,"[86, 89, 72, 76, 79, 80, 131]"
86,135,7289,"[86, 89, 72, 76, 79, 80, 135]"
88,10,7871,"[88, 89, 72, 73, 54, 52, 36, 34, 20, 19, 10]"
88,17,5988,"[88, 89, 72, 73, 54, 52, 33, 17]"
88,18,7086,"[88, 89, 72, 73, 54, 52, 33, 17, 18]"
88,19,7049,"[88, 89, 72, 73, 54, 52, 36, 34, 20, 19]"
88,20,6213,"[88, 89, 72, 73, 54, 52, 36, 34, 20]"
88,21,6571,"[88, 89, 72, 73, 54, 55, 37, 35, 21]"
88,29,4359,"[88, 89, 71, 70, 50, 48, 29]"
88,32,4683,"[88, 89, 71, 70, 50, 51, 32]"
88,33,4720,"[88, 89, 72, 73, 54, 52, 33]"
88,34,5669,"[88, 89, 72, 73, 54, 52, 36, 34]"
88,35,5974,"[88, 89, 72, 73, 54, 55, 37, 35]"
88,36,5043,"[88, 89, 72, 73, 54, 52, 36]"
88,37,5358,"[88, 89, 72, 73, 54, 55, 37]"
88,46,3284,"[88, 85, 66, 46]"
88,47,3715,"[88, 89, 71, 69, 49, 47]"
88,48,3679,"[88, 89, 71, 70, 50, 48]"
88,49,3055,"[88, 89, 71, 69, 49]"
88,50,3098,"[88, 89, 71, 70, 50]"
88,51,4085,"[88, 89, 71, 70, 50, 51]"
88,52,4087,"[88, 89, 72, 73, 54, 52]"
88,53,3496,"[88, 89, 72, 73, 53]"
88,54,3587,"[88, 89, 72, 73, 54]"
88,55,4423,"[88, 89, 72, 73, 54, 55]"
88,56,5196,"[88, 89, 72, 73, 54, 55, 56]"
88,57,4252,"[88, 89, 72, 74, 57]"
88,58,5083,"[88, 89, 72, 74, 57, 58]"
88,66,2652,"[88, 85, 66]"
88,68,1404,"[88, 86, 68]"
88,69,2089,"[88, 89, 71, 69]"
88,70,2303,"[88, 89, 71, 70]"
88,71,1497,"[88, 89, 71]"
88,72,1587,"[88, 89, 72]"
88,73,2620,"[88, 89, 72, 73]"
88,74,3343,"[88, 89, 72, 74]"
88,76,3232,"[88, 89, 72, 76]"
88,77,4205,"[88, 89, 72, 76, 77]"
88,78,5144,"[88, 89, 72, 76, 79, 78]"
88,79,3997,"[88, 89, 72, 76, 79]"
88,80,4598,"[88, 89, 72, 76, 79, 80]"
88,85,967,"[88, 85]"
88,86,562,"[88, 86]"
88,88,0,
88,89,831,"[88, 89]"
88,90,1852,"[88, 89, 90]"
88,91,927,"[88, 91]"
88,92,1734,"[88, 91, 92]"
88,93,2710,"[88, 89, 90, 93]"
88,94,3744,"[88, 89, 72, 94]"
88,95,5417,"[88, 91, 92, 95]"
88,96,3740,"[88, 89, 90, 93, 96]"
88,97,5011,"[88, 89, 72, 76, 97]"
88,104,2108,"[88, 105, 104]"
88,105,902,"[88, 105]"
88,106,564,"[88, 106]"
88,108,1167,"[88, 106, 108]"
88,109,1087,"[88, 109]"
88,110,2102,"[88, 91, 110]"
88,111,1485,"[88, 106, 111]"
88,112,2170,"[88, 109, 112]"
88,116,7420,"[88, 89, 72, 73, 54, 55, 37, 35, 21, 116]"
88,117,6952,"[88, 89, 72, 73, 54, 55, 37, 35, 117]"
88,118,7496,"[88, 89, 72, 73, 54, 55, 37, 119, 118]"
88,119,6564,"[88, 89, 72, 73, 54, 55, 37, 119]"
88,120,7349,"[88, 89, 72, 73, 54, 55, 37, 119, 120]"
88,121,6361,"[88, 89, 72, 73, 54, 55, 56, 121]"
88,122,7023,"[88, 89, 72, 73, 54, 55, 56, 125, 122]"
88,123,8035,"[88, 89, 72, 73, 54, 55, 56, 125, 122, 123]"
88,124,7927,"[88, 89, 72, 73, 54, 55, 56, 125, 122, 124]"
88,125,5937,"[88, 89, 72, 73, 54, 55, 56, 125]"
88,126,6803,"[88, 89, 72, 73, 54, 55, 56, 125, 126]"
88,127,5904,"[88, 89, 72, 74, 57, 58, 127]"
88,129,7746,"[88, 89, 72, 73, 54, 55, 56, 125, 126, 129]"
88,131,5821,"[88, 89, 72, 76, 79, 80, 131]"
88,135,7325,"[88, 89, 72, 76, 79, 80, 135]"
89,10,7040,"[89, 72, 73, 54, 52, 36, 34, 20, 19, 10]"
89,17,5157,"[89, 72, 73, 54, 52, 33, 17]"
89,18,6255,"[89, 72, 73, 54, 52, 33, 17, 18]"
89,19,6218,"[89, 72, 73, 54, 52, 36, 34, 20, 19]"
89,20,5382,"[89, 72, 73, 54, 52, 36, 34, 20]"
89,21,5740,"[89, 72, 73, 54, 55, 37, 35, 21]"
89,29,3528,"[89, 71, 70, 50, 48, 29]"
89,32,3852,"[89, 71, 70, 50, 51, 32]"
89,33,3889,"[89, 72, 73, 54, 52, 33]"
89,34,4838,"[89, 72, 73, 54, 52, 36, 34]"
89,35,5143,"[89, 72, 73, 54, 55, 37, 35]"
89,36,4212,"[89, 72, 73, 54, 52, 36]"
89,37,4527,"[89, 72, 73, 54, 55, 37]"
89,46,2919,"[89, 71, 69, 46]"
89,47,2884,"[89, 71, 69, 49, 47]"
89,48,2848,"[89, 71, 70, 50, 48]"
89,49,2224,"[89, 71, 69, 49]"
89,50,2267,"[89, 71, 70, 50]"
89,51,3254,"[89, 71, 70, 50, 51]"
89,52,3256,"[89, 72, 73, 54, 52]"
89,53,2665,"[89, 72, 73, 53]"
89,54,2756,"[89, 72, 73, 54]"
89,55,3592,"[89, 72, 73, 54, 55]"
89,56,4365,"[89, 72, 73, 54, 55, 56]"
89,57,3421,"[89, 72, 74, 57]"
89,58,4252,"[89, 72, 74, 57, 58]"
89,66,2802,"[89, 71, 66]"
89,68,1429,"[89, 68]"
89,69,1258,"[89, 71, 69]"
89,70,1472,"[89, 71, 70]"
89,71,666,"[89, 71]"
89,72,756,"[89, 72]"
89,73,1789,"[89, 72, 73]"
89,74,2512,"[89, 72, 74]"
89,76,2401,"[89, 72, 76]"
89,77,3374,"[89, 72, 76, 77]"
89,78,4313,"[89, 72, 76, 79, 78]"
89,79,3166,"[89, 72, 76, 79]"
89,80,3767,"[89, 72, 76, 79, 80]"
89,85,1740,"[89, 86, 85]"
89,86,795,"[89, 86]"
89,88,831,"[89, 88]"
89,89,0,
89,90,1021,"[89, 90]"
89,91,631,"[89, 91]"
89,92,951,"[89, 92]"
89,93,1879,"[89, 90, 93]"
89,94,2913,"[89, 72, 94]"
89,95,4634,"[89, 92, 95]"
89,96,2909,"[89, 90, 93, 96]"
89,97,4180,"[89, 72, 76, 97]"
89,104,2939,"[89, 88, 105, 104]"
89,105,1733,"[89, 88, 105]"
89,106,1395,"[89, 88, 106]"
89,108,1998,"[89, 88, 106, 108]"
89,109,1276,"[89, 91, 109]"
89,110,1521,"[89, 92, 110]"
89,111,1942,"[89, 91, 109, 111]"
89,112,2230,"[89, 92, 110, 112]"
89,116,6589,"[89, 72, 73, 54, 55, 37, 35, 21, 116]"
89,117,6121,"[89, 72, 73, 54, 55, 37, 35, 117]"
89,118,6665,"[89, 72, 73, 54, 55, 37, 119, 118]"
89,119,5733,"[89, 72, 73, 54, 55, 37, 119]"
89,120,6518,"[89, 72, 73, 54, 55, 37, 119, 120]"
89,121,5530,"[89, 72, 73, 54, 55, 56, 121]"
89,122,6192,"[89, 72, 73, 54, 55, 56, 125, 122]"
89,123,7204,"[89, 72, 73, 54, 55, 56, 125, 122, 123]"
89,124,7096,"[89, 72, 73, 54, 55, 56, 125, 122, 124]"
89,125,5106,"[89, 72, 73, 54, 55, 56, 125]"
89,126,5972,"[89, 72, 73, 54, 55, 56, 125, 126]"
89,127,5073,"[89, 72, 74, 57, 58, 127]"
89,129,6915,"[89, 72, 73, 54, 55, 56, 125, 126, 129]"
89,131,4990,"[89, 72, 76, 79, 80, 131]"
89,135,6494,"[89, 72, 76, 79, 80, 135]"
90,10,6525,"[90, 74, 54, 52, 36, 34, 20, 19, 10]"
90,17,4642,"[90, 74, 54, 52, 33, 17]"
90,18,5740,"[90, 74, 54, 52, 33, 17, 18]"
90,19,5703,"[90, 74, 54, 52, 36, 34, 20, 19]"
90,20,4867,"[90, 74, 54, 52, 36, 34, 20]"
90,21,5225,"[90, 74, 54, 55, 37, 35, 21]"
90,29,3549,"[90, 72, 70, 50, 48, 29]"
90,32,3712,"[90, 73, 53, 51, 32]"
90,33,3374,"[90, 74, 54, 52, 33]"
90,34,4323,"[90, 74, 54, 52, 36, 34]"
90,35,4628,"[90, 74, 54, 55, 37, 35]"
90,36,3697,"[90, 74, 54, 52, 36]"
90,37,4012,"[90, 74, 54, 55, 37]"
90,46,3381,"[90, 72, 69, 46]"
90,47,3274,"[90, 72, 70, 50, 47]"
90,48,2869,"[90, 72, 70, 50, 48]"
90,49,2635,"[90, 72, 70, 49]"
90,50,2288,"[90, 72, 70, 50]"
90,51,3114,"[90, 73, 53, 51]"
90,52,2741,"[90, 74, 54, 52]"
90,53,2312,"[90, 73, 53]"
90,54,2241,"[90, 74, 54]"
90,55,3077,"[90, 74, 54, 55]"
90,56,3706,"[90, 74, 57, 56]"
90,57,2656,"[90, 74, 57]"
90,58,3487,"[90, 74, 57, 58]"
90,66,3312,"[90, 71, 66]"
90,68,1939,"[90, 71, 68]"
90,69,1720,"[90, 72, 69]"
90,70,1493,"[90, 72, 70]"
90,71,1176,"[90, 71]"
90,72,677,"[90, 72]"
90,73,1436,"[90, 73]"
90,74,1747,"[90, 74]"
90,76,1636,"[90, 76]"
90,77,2609,"[90, 76, 77]"
90,78,3548,"[90, 76, 79, 78]"
90,79,2401,"[90, 76, 79]"
90,80,3002,"[90, 76, 79, 80]"
90,85,2761,"[90, 89, 86, 85]"
90,86,1816,"[90, 89, 86]"
90,88,1852,"[90, 89, 88]"
90,89,1021,"[90, 89]"
90,90,0,
90,91,1455,"[90, 91]"
90,92,750,"[90, 92]"
90,93,858,"[90, 93]"
90,94,2122,"[90, 93, 94]"
90,95,3905,"[90, 95]"
90,96,1888,"[90, 93, 96]"
90,97,3267,"[90, 93, 96, 97]"
90,104,3960,"[90, 89, 88, 105, 104]"
90,105,2754,"[90, 89, 88, 105]"
90,106,2408,"[90, 91, 106]"
90,108,2832,"[90, 92, 109, 108]"
90,109,1936,"[90, 92, 109]"
90,110,1320,"[90, 92, 110]"
90,111,2602,"[90, 92, 109, 111]"
90,112,2029,"[90, 92, 110, 112]"
90,116,6074,"[90, 74, 54, 55, 37, 35, 21, 116]"
90,117,5606,"[90, 74, 54, 55, 37, 35, 117]"
90,118,6150,"[90, 74, 54, 55, 37, 119, 118]"
90,119,5218,"[90, 74, 54, 55, 37, 119]"
90,120,6003,"[90, 74, 54, 55, 37, 119, 120]"
90,121,4871,"[90, 74, 57, 56, 121]"
90,122,5533,"[90, 74, 57, 56, 125, 122]"
90,123,6545,"[90, 74, 57, 56, 125, 122, 123]"
90,124,6437,"[90, 74, 57, 56, 125, 122, 124]"
90,125,4447,"[90, 74, 57, 56, 125]"
90,126,5211,"[90, 74, 57, 58, 127, 126]"
90,127,4308,"[90, 74, 57, 58, 127]"
90,129,6154,"[90, 74, 57, 58, 127, 126, 129]"
90,131,4225,"[90, 76, 79, 80, 131]"
90,135,5729,"[90, 76, 79, 80, 135]"
91,10,7671,"[91, 89, 72, 73, 54, 52, 36, 34, 20, 19, 10]"
91,17,5788,"[91, 89, 72, 73, 54, 52, 33, 17]"
91,18,6886,"[91, 89, 72, 73, 54, 52, 33, 17, 18]"
91,19,6849,"[91, 89, 72, 73, 54, 52, 36, 34, 20, 19]"
91,20,6013,"[91, 89, 72, 73, 54, 52, 36, 34, 20]"
91,21,6371,"[91, 89, 72, 73, 54, 55, 37, 35, 21]"
91,29,4159,"[91, 89, 71, 70, 50, 48, 29]"
91,32,4483,"[91, 89, 71, 70, 50, 51, 32]"
91,33,4520,"[91, 89, 72, 73, 54, 52, 33]"
91,34,5469,"[91, 89, 72, 73, 54, 52, 36, 34]"
91,35,5774,"[91, 89, 72, 73, 54, 55, 37, 35]"
91,36,4843,"[91, 89, 72, 73, 54, 52, 36]"
91,37,5158,"[91, 89, 72, 73, 54, 55, 37]"
91,46,3550,"[91, 89, 71, 69, 46]"
91,47,3515,"[91, 89, 71, 69, 49, 47]"
91,48,3479,"[91, 89, 71, 70, 50, 48]"
91,49,2855,"[91, 89, 71, 69, 49]"
91,50,2898,"[91, 89, 71, 70, 50]"
91,51,3885,"[91, 89, 71, 70, 50, 51]"
91,52,3887,"[91, 89, 72, 73, 54, 52]"
91,53,3296,"[91, 89, 72, 73, 53]"
91,54,3387,"[91, 89, 72, 73, 54]"
91,55,4223,"[91, 89, 72, 73, 54, 55]"
91,56,4996,"[91, 89, 72, 73, 54, 55, 56]"
91,57,4052,"[91, 89, 72, 74, 57]"
91,58,4883,"[91, 89, 72, 74, 57, 58]"
91,66,3205,"[91, 86, 66]"
91,68,1804,"[91, 86, 68]"
91,69,1889,"[91, 89, 71, 69]"
91,70,2103,"[91, 89, 71, 70]"
91,71,1297,"[91, 89, 71]"
91,72,1387,"[91, 89, 72]"
91,73,2420,"[91, 89, 72, 73]"
91,74,3143,"[91, 89, 72, 74]"
91,76,3032,"[91, 89, 72, 76]"
91,77,4005,"[91, 89, 72, 76, 77]"
91,78,4944,"[91, 89, 72, 76, 79, 78]"
91,79,3797,"[91, 89, 72, 76, 79]"
91,80,4398,"[91, 89, 72, 76, 79, 80]"
91,85,1894,"[91, 88, 85]"
91,86,962,"[91, 86]"
91,88,927,"[91, 88]"
91,89,631,"[91, 89]"
91,90,1455,"[91, 90]"
91,91,0,
91,92,807,"[91, 92]"
91,93,1791,"[91, 92, 93]"
91,94,3055,"[91, 92, 93, 94]"
91,95,4490,"[91, 92, 95]"
91,96,2821,"[91, 92, 93, 96]"
91,97,4200,"[91, 92, 93, 96, 97]"
91,104,2886,"[91, 106, 105, 104]"
91,105,1680,"[91, 106, 105]"
91,106,953,"[91, 106]"
91,108,1541,"[91, 109, 108]"
91,109,645,"[91, 109]"
91,110,1175,"[91, 110]"
91,111,1311,"[91, 109, 111]"
91,112,1728,"[91, 109, 112]"
91,116,7220,"[91, 89, 72, 73, 54, 55, 37, 35, 21, 116]"
91,117,6752,"[91, 89, 72, 73, 54, 55, 37, 35, 117]"
91,118,7296,"[91, 89, 72, 73, 54, 55, 37, 119, 118]"
91,119,6364,"[91, 89, 72, 73, 54, 55, 37, 119]"
91,120,7149,"[91, 89, 72, 73, 54, 55, 37, 119, 120]"
91,121,6161,"[91, 89, 72, 73, 54, 55, 56, 121]"
91,122,6823,"[91, 89, 72, 73, 54, 55, 56, 125, 122]"
91,123,7835,"[91, 89, 72, 73, 54, 55, 56, 125, 122, 123]"
91,124,7727,"[91, 89, 72, 73, 54, 55, 56, 125, 122, 124]"
91,125,5737,"[91, 89, 72, 73, 54, 55, 56, 125]"
91,126,6603,"[91, 89, 72, 73, 54, 55, 56, 125, 126]"
91,127,5704,"[91, 89, 72, 74, 57, 58, 127]"
91,129,7546,"[91, 89, 72, 73, 54, 55, 56, 125, 126, 129]"
91,131,5621,"[91, 89, 72, 76, 79, 80, 131]"
91,135,7125,"[91, 89, 72, 76, 79, 80, 135]"
92,10,7275,"[92, 90, 74, 54, 52, 36, 34, 20, 19, 10]"
92,17,5392,"[92, 90, 74, 54, 52, 33, 17]"
92,18,6490,"[92, 90, 74, 54, 52, 33, 17, 18]"
92,19,6453,"[92, 90, 74, 54, 52, 36, 34, 20, 19]"
92,20,5617,"[92, 90, 74, 54, 52, 36, 34, 20]"
92,21,5975,"[92, 90, 74, 54, 55, 37, 35, 21]"
92,29,4299,"[92, 90, 72, 70, 50, 48, 29]"
92,32,4462,"[92, 90, 73, 53, 51, 32]"
92,33,4124,"[92, 90, 74, 54, 52, 33]"
92,34,5073,"[92, 90, 74, 54, 52, 36, 34]"
92,35,5378,"[92, 90, 74, 54, 55, 37, 35]"
92,36,4447,"[92, 90, 74, 54, 52, 36]"
92,37,4762,"[92, 90, 74, 54, 55, 37]"
92,46,3870,"[92, 89, 71, 69, 46]"
92,47,3835,"[92, 89, 71, 69, 49, 47]"
92,48,3619,"[92, 90, 72, 70, 50, 48]"
92,49,3175,"[92, 89, 71, 69, 49]"
92,50,3038,"[92, 90, 72, 70, 50]"
92,51,3864,"[92, 90, 73, 53, 51]"
92,52,3491,"[92, 90, 74, 54, 52]"
92,53,3062,"[92, 90, 73, 53]"
92,54,2991,"[92, 90, 74, 54]"
92,55,3827,"[92, 90, 74, 54, 55]"
92,56,4456,"[92, 90, 74, 57, 56]"
92,57,3406,"[92, 90, 74, 57]"
92,58,4237,"[92, 90, 74, 57, 58]"
92,66,3753,"[92, 89, 71, 66]"
92,68,2380,"[92, 89, 68]"
92,69,2209,"[92, 89, 71, 69]"
92,70,2243,"[92, 90, 72, 70]"
92,71,1617,"[92, 89, 71]"
92,72,1427,"[92, 90, 72]"
92,73,2186,"[92, 90, 73]"
92,74,2497,"[92, 90, 74]"
92,76,2386,"[92, 90, 76]"
92,77,3359,"[92, 90, 76, 77]"
92,78,4298,"[92, 90, 76, 79, 78]"
92,79,3151,"[92, 90, 76, 79]"
92,80,3752,"[92, 90, 76, 79, 80]"
92,85,2691,"[92, 89, 86, 85]"
92,86,1746,"[92, 89, 86]"
92,88,1734,"[92, 91, 88]"
92,89,951,"[92, 89]"
92,90,750,"[92, 90]"
92,91,807,"[92, 91]"
92,92,0,
92,93,984,"[92, 93]"
92,94,2248,"[92, 93, 94]"
92,95,3683,"[92, 95]"
92,96,2014,"[92, 93, 96]"
92,97,3393,"[92, 93, 96, 97]"
92,104,3693,"[92, 91, 106, 105, 104]"
92,105,2487,"[92, 91, 106, 105]"
92,106,1760,"[92, 91, 106]"
92,108,2082,"[92, 109, 108]"
92,109,1186,"[92, 109]"
92,110,570,"[92, 110]"
92,111,1852,"[92, 109, 111]"
92,112,1279,"[92, 110, 112]"
92,116,6824,"[92, 90, 74, 54, 55, 37, 35, 21, 116]"
92,117,6356,"[92, 90, 74, 54, 55, 37, 35, 117]"
92,118,6900,"[92, 90, 74, 54, 55, 37, 119, 118]"
92,119,5968,"[92, 90, 74, 54, 55, 37, 119]"
92,120,6753,"[92, 90, 74, 54, 55, 37, 119, 120]"
92,121,5621,"[92, 90, 74, 57, 56, 121]"
92,122,6283,"[92, 90, 74, 57, 56, 125, 122]"
92,123,7295,"[92, 90, 74, 57, 56, 125, 122, 123]"
92,124,7187,"[92, 90, 74, 57, 56, 125, 122, 124]"
92,125,5197,"[92, 90, 74, 57, 56, 125]"
92,126,5961,"[92, 90, 74, 57, 58, 127, 126]"
92,127,5058,"[92, 90, 74, 57, 58, 127]"
92,129,6904,"[92, 90, 74, 57, 58, 127, 126, 129]"
92,131,4975,"[92, 90, 76, 79, 80, 131]"
92,135,6479,"[92, 90, 76, 79, 80, 135]"
93,10,6419,"[93, 74, 54, 52, 36, 34, 20, 19, 10]"
93,17,4536,"[93, 74, 54, 52, 33, 17]"
93,18,5634,"[93, 74, 54, 52, 33, 17, 18]"
93,19,5597,"[93, 74, 54, 52, 36, 34, 20, 19]"
93,20,4761,"[93, 74, 54, 52, 36, 34, 20]"
93,21,5119,"[93, 74, 54, 55, 37, 35, 21]"
93,29,3564,"[93, 73, 50, 48, 29]"
93,32,3606,"[93, 73, 53, 51, 32]"
93,33,3268,"[93, 74, 54, 52, 33]"
93,34,4217,"[93, 74, 54, 52, 36, 34]"
