from,to,value
126,97,0
126,104,0
126,105,0
126,106,0.00523989
126,108,0
126,109,0.104797793
126,110,0.115578506
126,111,0.00523989
126,112,0
126,116,0
126,117,0
126,118,0.036679227
126,119,0
126,120,0.047159007
126,121,0
126,122,0
126,123,0.015719669
126,124,0.015719669
126,125,0
126,126,0
126,127,0
126,129,0
126,131,0
126,135,0.031439338
127,10,0
127,17,0.029942226
127,18,0
127,19,0
127,20,0
127,21,0.134740019
127,29,0
127,32,0.065741874
127,33,0.029942226
127,34,0.440520609
127,35,0.150437573
127,36,0
127,37,0
127,46,0
127,47,0
127,48,0
127,49,0.104797793
127,50,0.074855566
127,51,0.343769549
127,52,0.059884453
127,53,0.104797793
127,54,0
127,55,0.429518252
127,56,0.074855566
127,57,0.164682245
127,58,0.179653359
127,66,0.059884453
127,68,0.014971113
127,69,0.029942226
127,70,0.059884453
127,71,0
127,72,0
127,73,0.404220057
127,74,0.149711132
127,76,0
127,77,0.269480038
127,78,0.11843011
127,79,0
127,80,0.149711132
127,85,0
127,86,0.014971113
127,88,0
127,89,0.029942226
127,90,0
127,91,0.04491334
127,92,0.134740019
127,93,0
127,94,0.089826679
127,95,0.059884453
127,96,0.014971113
127,97,0
127,104,0
127,105,0
127,106,0.014971113
127,108,0
127,109,0.299422264
127,110,0.330224302
127,111,0.014971113
127,112,0
127,116,0
127,117,0
127,118,0.104797793
127,119,0
127,120,0.134740019
127,121,0
127,122,0
127,123,0.04491334
127,124,0.04491334
127,125,0
127,126,0
127,127,0
127,129,0
127,131,0
127,135,0.089826679
129,10,0
129,17,0.007063294
129,18,0
129,19,0
129,20,0
129,21,0.031784825
129,29,0
129,32,0.015508339
129,33,0.007063294
129,34,0.103917682
129,35,0.035487838
129,36,0
129,37,0
129,46,0
129,47,0
129,48,0
129,49,0.024721531
129,50,0.017658236
129,51,0.081094355
129,52,0.014126589
129,53,0.024721531
129,54,0
129,55,0.101322254
129,56,0.017658236
129,57,0.038848119
129,58,0.042379767
129,66,0.014126589
129,68,0.003531647
129,69,0.007063294
129,70,0.014126589
129,71,0
129,72,0
129,73,0.095354475
129,74,0.035316472
129,76,0
129,77,0.06356965
129,78,0.027937359
129,79,0
129,80,0.035316472
129,85,0
129,86,0.003531647
129,88,0
129,89,0.007063294
129,90,0
129,91,0.010594942
129,92,0.031784825
129,93,0
129,94,0.021189883
129,95,0.014126589
129,96,0.003531647
129,97,0
129,104,0
129,105,0
129,106,0.003531647
129,108,0
129,109,0.070632944
129,110,0.077899066
129,111,0.003531647
129,112,0
129,116,0
129,117,0
129,118,0.024721531
129,119,0
129,120,0.031784825
129,121,0
129,122,0
129,123,0.010594942
129,124,0.010594942
129,125,0
129,126,0
129,127,0
129,129,0
129,131,0
129,135,0.021189883
131,10,0
131,17,0.040153293
131,18,0
131,19,0
131,20,0
131,21,0.18068982
131,29,0
131,32,0.088161538
131,33,0.040153293
131,34,0.590749432
131,35,0.201740643
131,36,0
131,37,0
131,46,0
131,47,0
131,48,0
131,49,0.140536527
131,50,0.100383233
131,51,0.46100378
131,52,0.080306587
131,53,0.140536527
131,54,0
131,55,0.575994989
131,56,0.100383233
131,57,0.220843114
131,58,0.24091976
131,66,0.080306587
131,68,0.020076647
131,69,0.040153293
131,70,0.080306587
131,71,0
131,72,0
131,73,0.542069461
131,74,0.200766467
131,76,0
131,77,0.361379641
131,78,0.158817814
131,79,0
131,80,0.200766467
131,85,0
131,86,0.020076647
131,88,0
131,89,0.040153293
131,90,0
131,91,0.06022994
131,92,0.18068982
131,93,0
131,94,0.12045988
131,95,0.080306587
131,96,0.020076647
131,97,0
131,104,0
131,105,0
131,106,0.020076647
131,108,0
131,109,0.401532934
131,110,0.442839256
131,111,0.020076647
131,112,0
131,116,0
131,117,0
131,118,0.140536527
131,119,0
131,120,0.18068982
131,121,0
131,122,0
131,123,0.06022994
131,124,0.06022994
131,125,0
131,126,0
131,127,0
131,129,0
131,131,0
131,135,0.12045988
135,10,0
135,17,0.00591167
135,18,0
135,19,0
135,20,0
135,21,0.026602517
135,29,0
135,32,0.012979806
135,33,0.00591167
135,34,0.086974582
135,35,0.029701777
135,36,0
135,37,0
135,46,0
135,47,0
135,48,0
135,49,0.020690846
135,50,0.014779176
135,51,0.067872449
135,52,0.011823341
135,53,0.020690846
135,54,0
135,55,0.084802321
135,56,0.014779176
135,57,0.032514187
135,58,0.035470022
135,66,0.011823341
135,68,0.002955835
135,69,0.00591167
135,70,0.011823341
135,71,0
135,72,0
135,73,0.07980755
135,74,0.029558352
135,76,0
135,77,0.053205033
135,78,0.023382355
135,79,0
135,80,0.029558352
135,85,0
135,86,0.002955835
135,88,0
135,89,0.00591167
135,90,0
135,91,0.008867506
135,92,0.026602517
135,93,0
135,94,0.017735011
135,95,0.011823341
135,96,0.002955835
135,97,0
135,104,0
135,105,0
135,106,0.002955835
135,108,0
135,109,0.059116703
135,110,0.065198131
135,111,0.002955835
135,112,0
135,116,0
135,117,0
135,118,0.020690846
135,119,0
135,120,0.026602517
135,121,0
135,122,0
135,123,0.008867506
135,124,0.008867506
135,125,0
135,126,0
135,127,0
135,129,0
135,131,0
135,135,0
