totalLength,routeID,hubs,nodes,routeLength,objVal,calcTime,feeder_hub,feeder_hub_count,select_feeder_hub,total_feeder_distance,depot_capacities,max_capacities,avg_capacities
37863,<built-in function id>,"[('96', '135'), ('135', '10'), ('104', '86'), ('121', '10')]","['96', '131', '135', '79', '80', '94', '135', '126', '122', '120', '117', '116', '10', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",37863,265.6288967540004,0.6327362060546875,"[96, 106, 108, 109, 110, 111, 112, 86, 21, 33, 34, 35, 36, 51, 52, 54, 55, 57, 58, 73, 78, 121]",22,"[(95, 96), (29, 106), (93, 108), (69, 109), (97, 110), (66, 111), (88, 112), (70, 86), (129, 21), (48, 33), (50, 34), (119, 35), (18, 36), (72, 36), (49, 51), (19, 52), (46, 52), (124, 52), (127, 52), (20, 54), (76, 55), (85, 57), (123, 58), (90, 73), (118, 73), (17, 78), (47, 121)]",81916,"{96: 13.526002190999998, 106: 1.540275179, 108: 1.1339047060000003, 109: 2.8136712370000008, 110: 1.4091879279999995, 111: 6.59392216, 112: 2.333353035000001, 86: 5.4865815829999995, 21: 1.206002691, 33: 1.540275179, 34: 6.962563703999997, 35: 6.06933965, 36: 2.661071156, 51: 9.355238835, 52: 24.919149853, 54: 2.956017469999999, 55: 2.2743637730000006, 57: 1.5468295400000003, 58: 11.031620876999998, 73: 14.010614646, 78: 4.148054264, 121: 2.0580698179999994}",24.919149853,5.708004976136364
38465,<built-in function id>,"[('96', '10'), ('135', '10'), ('104', '86'), ('86', '17')]","['10', '21', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '94', '96', '116', '135', '126', '122', '120', '117', '116', '10', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '86', '68', '69', '50', '51', '32', '17']",38465,266.36619053500044,0.7546310424804688,"[33, 34, 52, 54, 74, 77, 78, 79, 80, 94, 96, 135, 117, 71, 104, 106, 110, 111, 91, 69, 50, 32]",22,"[(127, 33), (46, 34), (93, 52), (47, 54), (119, 54), (125, 74), (118, 77), (123, 77), (124, 77), (131, 77), (76, 78), (121, 79), (70, 80), (95, 94), (85, 96), (20, 135), (19, 117), (129, 117), (72, 71), (88, 104), (66, 106), (29, 110), (90, 111), (97, 91), (49, 69), (18, 50), (48, 32)]",79897,"{33: 5.112402722999999, 34: 1.8876563940000002, 52: 1.1339047060000003, 54: 8.127409468, 74: 2.8839194810000013, 77: 46.435138364, 78: 2.2743637730000006, 79: 2.1367221640000005, 80: 5.4865815829999995, 94: 13.526002190999998, 96: 1.5468295400000003, 135: 2.956017469999999, 117: 3.264072508999999, 71: 1.428851016, 104: 2.333353035000001, 106: 6.59392216, 110: 1.540275179, 111: 1.3239812149999997, 91: 1.4091879279999995, 69: 9.355238835, 50: 1.23222014, 32: 1.540275179}",46.435138364,5.614923866045455
38465,<built-in function id>,"[('96', '10'), ('135', '10'), ('104', '86'), ('86', '17')]","['10', '21', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '94', '96', '116', '135', '126', '122', '120', '117', '116', '10', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '86', '68', '69', '50', '51', '32', '17']",38465,266.36619053500044,0.8300704956054688,"[33, 34, 52, 54, 74, 77, 78, 79, 80, 94, 96, 135, 117, 71, 104, 106, 110, 111, 91, 69, 50, 32]",22,"[(127, 33), (46, 34), (93, 52), (47, 54), (119, 54), (125, 74), (118, 77), (123, 77), (124, 77), (131, 77), (76, 78), (121, 79), (70, 80), (95, 94), (85, 96), (20, 135), (19, 117), (129, 117), (72, 71), (88, 104), (66, 106), (29, 110), (90, 111), (97, 91), (49, 69), (18, 50), (48, 32)]",79897,"{33: 5.112402722999999, 34: 1.8876563940000002, 52: 1.1339047060000003, 54: 8.127409468, 74: 2.8839194810000013, 77: 46.435138364, 78: 2.2743637730000006, 79: 2.1367221640000005, 80: 5.4865815829999995, 94: 13.526002190999998, 96: 1.5468295400000003, 135: 2.956017469999999, 117: 3.264072508999999, 71: 1.428851016, 104: 2.333353035000001, 106: 6.59392216, 110: 1.540275179, 111: 1.3239812149999997, 91: 1.4091879279999995, 69: 9.355238835, 50: 1.23222014, 32: 1.540275179}",46.435138364,5.614923866045455
40533,<built-in function id>,"[('96', '135'), ('135', '10'), ('104', '86'), ('86', '104'), ('121', '10')]","['96', '131', '135', '79', '80', '94', '135', '126', '122', '120', '117', '116', '10', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '86', '88', '105', '104', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",40533,267.6820980370003,1.2440872192382812,"[131, 122, 120, 110, 112, 89, 92, 21, 33, 34, 35, 51, 52, 54, 55, 56, 73, 125]",18,"[(97, 131), (123, 122), (124, 122), (129, 122), (18, 120), (90, 110), (95, 112), (49, 89), (69, 92), (72, 21), (19, 33), (50, 33), (85, 33), (93, 33), (17, 34), (46, 34), (47, 34), (118, 35), (127, 51), (29, 52), (70, 54), (20, 55), (66, 56), (119, 56), (48, 73), (76, 125)]",65211,"{131: 1.4091879279999995, 122: 28.098644486, 120: 1.23222014, 110: 1.3239812149999997, 112: 13.526002190999998, 89: 9.355238835, 92: 2.8136712370000008, 21: 1.428851016, 33: 11.701367767999999, 34: 8.093780476, 35: 12.686633431, 51: 5.112402722999999, 52: 1.540275179, 54: 5.4865815829999995, 55: 2.956017469999999, 56: 12.66326181, 73: 1.540275179, 125: 2.2743637730000006}",28.098644486,6.846819802222223
41780,<built-in function id>,"[('96', '135'), ('104', '86'), ('10', '121'), ('86', '17'), ('121', '10')]","['96', '131', '135', '79', '80', '94', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '10', '116', '117', '120', '121', '86', '68', '69', '50', '51', '32', '17', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",41780,269.965929275,0.8021259307861328,"[131, 104, 105, 106, 108, 92, 69, 17, 21, 33, 36, 37, 53, 54, 55, 58, 78]",17,"[(119, 131), (66, 104), (88, 105), (90, 105), (29, 106), (46, 108), (95, 92), (76, 69), (20, 17), (70, 17), (93, 17), (97, 17), (18, 21), (47, 21), (48, 21), (122, 33), (126, 36), (127, 36), (118, 37), (85, 53), (129, 53), (124, 54), (123, 55), (49, 58), (19, 78), (72, 78)]",88625,"{131: 6.06933965, 104: 6.59392216, 105: 3.657334250000001, 106: 1.540275179, 108: 1.8876563940000002, 92: 13.526002190999998, 69: 2.2743637730000006, 17: 10.985691687, 21: 4.830565136999999, 33: 6.115220184000001, 36: 6.901743679999999, 37: 12.686633431, 53: 2.752832231, 54: 15.861020918000003, 55: 11.031620876999998, 58: 9.355238835, 78: 3.4869208339999993}",15.861020918000003,7.032728318294118
42840,<built-in function id>,"[('96', '135'), ('135', '10'), ('104', '86'), ('17', '96'), ('121', '10')]","['96', '131', '135', '79', '80', '94', '135', '126', '122', '120', '117', '116', '10', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '17', '33', '52', '54', '74', '76', '94', '96', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",42840,271.1184224990003,1.562704086303711,"[131, 126, 122, 71, 86, 89, 17, 32, 35, 37, 51, 53, 55, 56, 73, 77]",16,"[(127, 131), (18, 126), (129, 122), (93, 71), (49, 86), (95, 89), (47, 17), (70, 17), (124, 17), (20, 32), (66, 32), (72, 32), (123, 35), (46, 37), (48, 37), (69, 37), (85, 51), (119, 53), (29, 55), (88, 55), (19, 56), (50, 56), (90, 73), (118, 73), (97, 77)]",77000,"{131: 5.112402722999999, 126: 1.23222014, 122: 1.206002691, 71: 1.1339047060000003, 86: 9.355238835, 89: 13.526002190999998, 17: 23.405672319000004, 32: 10.978790645999998, 35: 11.031620876999998, 37: 6.241602810000002, 51: 1.5468295400000003, 53: 6.06933965, 55: 3.873628214000001, 56: 9.020633521999997, 73: 14.010614646, 77: 1.4091879279999995}",23.405672319000004,7.447105714875001
43579,<built-in function id>,"[('96', '135'), ('135', '10'), ('104', '86'), ('86', '17'), ('121', '10')]","['96', '131', '135', '79', '80', '94', '135', '126', '122', '120', '117', '116', '10', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '86', '68', '69', '50', '51', '32', '17', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",43579,277.1297657959999,0.5703506469726562,"[96, 126, 105, 108, 109, 89, 91, 92, 17, 21, 35, 52, 53, 54, 55, 57, 58, 77]",18,"[(97, 96), (123, 126), (88, 105), (93, 108), (47, 109), (66, 109), (29, 89), (76, 89), (49, 91), (90, 92), (118, 17), (119, 17), (20, 21), (129, 35), (19, 52), (72, 53), (85, 53), (48, 54), (127, 54), (46, 55), (124, 57), (18, 58), (70, 58), (95, 77)]",66759,"{96: 1.4091879279999995, 126: 11.031620876999998, 105: 2.333353035000001, 108: 1.1339047060000003, 109: 8.651991978, 89: 3.8146389520000006, 91: 9.355238835, 92: 1.3239812149999997, 17: 18.755973081, 21: 2.956017469999999, 35: 1.206002691, 52: 2.0580698179999994, 53: 2.9756805560000004, 54: 6.652677901999999, 55: 1.8876563940000002, 57: 15.861020918000003, 58: 6.7188017229999994, 77: 13.526002190999998}",18.755973081,6.202878903888889
43579,<built-in function id>,"[('96', '135'), ('135', '10'), ('104', '86'), ('86', '17'), ('121', '10')]","['96', '131', '135', '79', '80', '94', '135', '126', '122', '120', '117', '116', '10', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '86', '68', '69', '50', '51', '32', '17', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",43579,277.1297657959999,0.7568397521972656,"[96, 126, 105, 108, 109, 89, 91, 92, 17, 21, 35, 52, 53, 54, 55, 57, 58, 77]",18,"[(97, 96), (123, 126), (88, 105), (93, 108), (47, 109), (66, 109), (29, 89), (76, 89), (49, 91), (90, 92), (118, 17), (119, 17), (20, 21), (129, 35), (19, 52), (72, 53), (85, 53), (48, 54), (127, 54), (46, 55), (124, 57), (18, 58), (70, 58), (95, 77)]",66759,"{96: 1.4091879279999995, 126: 11.031620876999998, 105: 2.333353035000001, 108: 1.1339047060000003, 109: 8.651991978, 89: 3.8146389520000006, 91: 9.355238835, 92: 1.3239812149999997, 17: 18.755973081, 21: 2.956017469999999, 35: 1.206002691, 52: 2.0580698179999994, 53: 2.9756805560000004, 54: 6.652677901999999, 55: 1.8876563940000002, 57: 15.861020918000003, 58: 6.7188017229999994, 77: 13.526002190999998}",18.755973081,6.202878903888889
45933,<built-in function id>,"[('96', '121'), ('135', '10'), ('135', '10'), ('104', '86'), ('86', '17')]","['96', '121', '74', '76', '52', '54', '55', '56', '57', '58', '125', '94', '135', '126', '122', '120', '117', '116', '10', '131', '135', '10', '21', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '86', '68', '69', '50', '51', '32', '17']",45933,279.1910023369998,0.5860061645507812,"[96, 120, 131, 21, 33, 35, 53, 77, 80, 71, 105, 108, 110, 111, 89, 50, 32]",17,"[(85, 96), (118, 120), (19, 131), (47, 21), (70, 21), (123, 33), (129, 33), (127, 35), (18, 53), (20, 77), (48, 77), (95, 77), (124, 80), (97, 71), (90, 105), (66, 108), (93, 110), (72, 111), (46, 89), (119, 50), (29, 32), (49, 32), (88, 32)]",78533,"{96: 1.5468295400000003, 120: 12.686633431, 131: 2.0580698179999994, 21: 7.544651400999999, 33: 12.237623567999998, 35: 5.112402722999999, 53: 1.23222014, 77: 18.022294839999997, 80: 15.861020918000003, 71: 1.4091879279999995, 105: 1.3239812149999997, 108: 6.59392216, 110: 1.1339047060000003, 111: 1.428851016, 89: 1.8876563940000002, 50: 6.06933965, 32: 13.228867049000002}",18.022294839999997,6.433968029235294
46249,<built-in function id>,"[('96', '135'), ('135', '10'), ('104', '86'), ('86', '104'), ('86', '17'), ('121', '10')]","['96', '131', '135', '79', '80', '94', '135', '126', '122', '120', '117', '116', '10', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '86', '88', '105', '104', '86', '68', '69', '50', '51', '32', '17', '10', '21', '32', '33', '34', '35', '36', '37', '51', '52', '53', '54', '55', '56', '57', '58', '73', '74', '77', '78', '79', '80', '116', '117', '121', '125']",46249,279.2444638049999,0.5438194274902344,"[96, 126, 122, 110, 111, 88, 17, 21, 36, 52, 54, 55, 57, 58, 121]",15,"[(76, 96), (124, 126), (18, 122), (95, 110), (47, 111), (70, 111), (85, 88), (20, 17), (118, 21), (90, 36), (129, 36), (66, 52), (123, 52), (127, 52), (93, 54), (72, 55), (97, 55), (48, 57), (119, 57), (19, 58), (46, 58), (29, 121), (49, 121)]",69603,"{96: 2.2743637730000006, 126: 15.861020918000003, 122: 1.23222014, 110: 13.526002190999998, 111: 7.544651400999999, 88: 1.5468295400000003, 17: 2.956017469999999, 21: 12.686633431, 36: 2.5299839059999996, 52: 22.73794576, 54: 1.1339047060000003, 55: 2.8380389439999996, 57: 7.609614829, 58: 3.9457262119999994, 121: 10.895514014}",22.73794576,7.287897815666666
47866,<built-in function id>,"[('135', '10'), ('104', '86'), ('10', '96'), ('17', '135'), ('86', '17'), ('121', '10')]","['135', '126', '122', '120', '117', '116', '10', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '10', '19', '20', '34', '36', '52', '54', '74', '76', '94', '96', '33', '34', '131', '36', '135', '73', '74', '77', '78', '79', '80', '17', '51', '52', '53', '54', '55', '56', '57', '58', '86', '68', '69', '50', '51', '32', '17', '35', '37', '10', '116', '21', '56', '121', '125']",47866,283.7352269959999,0.6164321899414062,"[105, 110, 111, 91, 76, 94, 131, 73, 80, 55, 57, 50, 35, 37, 121, 125]",16,"[(88, 105), (46, 110), (72, 110), (95, 111), (48, 91), (29, 76), (85, 76), (70, 94), (118, 131), (66, 73), (127, 73), (129, 80), (119, 55), (124, 55), (18, 57), (90, 50), (93, 35), (47, 37), (97, 121), (49, 125), (123, 125)]",69078,"{105: 2.333353035000001, 110: 3.3165074100000003, 111: 13.526002190999998, 91: 1.540275179, 76: 3.087104719, 94: 5.4865815829999995, 131: 12.686633431, 73: 11.706324882999999, 80: 1.206002691, 55: 21.930360568000005, 57: 1.23222014, 50: 1.3239812149999997, 35: 1.1339047060000003, 37: 2.0580698179999994, 121: 1.4091879279999995, 125: 20.386859711999996}",21.930360568000005,6.5227105755625
47866,<built-in function id>,"[('135', '10'), ('104', '86'), ('10', '96'), ('17', '135'), ('86', '17'), ('121', '10')]","['135', '126', '122', '120', '117', '116', '10', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '10', '19', '20', '34', '36', '52', '54', '74', '76', '94', '96', '33', '34', '131', '36', '135', '73', '74', '77', '78', '79', '80', '17', '51', '52', '53', '54', '55', '56', '57', '58', '86', '68', '69', '50', '51', '32', '17', '35', '37', '10', '116', '21', '56', '121', '125']",47866,283.7352269959999,0.6038856506347656,"[105, 110, 111, 91, 76, 94, 131, 73, 80, 55, 57, 50, 35, 37, 121, 125]",16,"[(88, 105), (46, 110), (72, 110), (95, 111), (48, 91), (29, 76), (85, 76), (70, 94), (118, 131), (66, 73), (127, 73), (129, 80), (119, 55), (124, 55), (18, 57), (90, 50), (93, 35), (47, 37), (97, 121), (49, 125), (123, 125)]",69078,"{105: 2.333353035000001, 110: 3.3165074100000003, 111: 13.526002190999998, 91: 1.540275179, 76: 3.087104719, 94: 5.4865815829999995, 131: 12.686633431, 73: 11.706324882999999, 80: 1.206002691, 55: 21.930360568000005, 57: 1.23222014, 50: 1.3239812149999997, 35: 1.1339047060000003, 37: 2.0580698179999994, 121: 1.4091879279999995, 125: 20.386859711999996}",21.930360568000005,6.5227105755625
47866,<built-in function id>,"[('96', '10'), ('135', '10'), ('104', '86'), ('10', '121'), ('17', '135'), ('17', '86')]","['96', '94', '76', '74', '54', '52', '36', '34', '20', '19', '10', '135', '126', '122', '120', '117', '116', '10', '68', '71', '104', '105', '106', '108', '109', '110', '111', '112', '86', '89', '91', '92', '35', '37', '10', '116', '21', '56', '121', '125', '33', '34', '131', '36', '135', '73', '74', '77', '78', '79', '80', '17', '51', '52', '53', '54', '55', '56', '57', '58', '17', '32', '51', '50', '69', '68', '86']",47866,283.7352269959999,0.7456302642822266,"[76, 19, 126, 122, 104, 112, 89, 35, 21, 131, 77, 78, 53, 57, 58, 32, 50, 69]",18,"[(70, 76), (118, 19), (18, 126), (29, 126), (129, 126), (124, 122), (88, 104), (95, 112), (85, 89), (46, 35), (127, 21), (48, 131), (72, 131), (66, 77), (119, 78), (90, 53), (93, 57), (47, 58), (123, 32), (97, 50), (49, 69)]",63956,"{76: 5.4865815829999995, 19: 12.686633431, 126: 3.97849801, 122: 15.861020918000003, 104: 2.333353035000001, 112: 13.526002190999998, 89: 1.5468295400000003, 35: 1.8876563940000002, 21: 5.112402722999999, 131: 2.9691261950000003, 77: 6.59392216, 78: 6.06933965, 53: 1.3239812149999997, 57: 1.1339047060000003, 58: 2.0580698179999994, 32: 11.031620876999998, 50: 1.4091879279999995, 69: 9.355238835}",15.861020918000003,5.797964956055555
